id,created_at,text,fav,RT
1455075198667943940,2021-11-01 07:32:16+00:00,RT @pokalope: Terrifying. #halloween2021 https://t.co/aHdXS9T0A4,0,2337
1453810195793002496,2021-10-28 19:45:35+00:00,I guess the phrase “that's so meta” is dead,21,2
1451445218801111040,2021-10-22 07:08:01+00:00,RT @internetofshit: All you have to do to get this Very Trustworthy Coin is give us a high resolution scan of your retinas for the world’s…,0,588
1450722982419042309,2021-10-20 07:18:06+00:00,RT @pedrojdoc: This shot from the Soviet war film “The Cranes are Flying” is incredible camerawork for 1957. https://t.co/QIa4eUmRsp,0,12785
1450370671800770564,2021-10-19 07:58:09+00:00,"RT @nikitabier: If you grew up on the East Coast and were deprived of In N Out your entire life—and therefore have a smaller brain, I want…",0,12
1447824159367581697,2021-10-12 07:19:13+00:00,RT @Pinboard: I'm thinking of taking up intermittent feasting. I heard it can really improve your sleep.,0,3
1447463892813156352,2021-10-11 07:27:39+00:00,RT @aeneas_nin: [*Profuse sweating*] https://t.co/E9HCaNnzua,0,14080
1445298064105766914,2021-10-05 08:01:25+00:00,"RT @Johnny_suputama: Shin-Chitose is my favorite airport in all Japan. It has an ramen alleyway with noodles from all over, endless souveni…",0,25
1445147639784247296,2021-10-04 22:03:41+00:00,RT @GavinDYoung: People making jokes about the Facebook services going down make me sick. Anyone who was using an Oculus headset at the tim…,0,60278
1444924789701836806,2021-10-04 07:18:09+00:00,"RT @museumofcomm: It has to do with a concept called ""choke exchanges"". When a radio station has a contest like ""The 10th caller gets a n…",0,17
1443831660869414915,2021-10-01 06:54:27+00:00,RT @Pinboard: A great leap forward in American political theory tonight as Democrats discover a way to paralyze Congress with just one party,0,12
1442385151644758018,2021-09-27 07:06:33+00:00,"RT @Pinboard: The US military is a socialist mini-state parasitizing the American economy, obeying its own obscure bureaucratic laws and no…",0,52
1441305396170223616,2021-09-24 07:35:59+00:00,RT @davepell: Every political issue at the edges and every small difference that divides us must be set aside for the fight to save our dem…,0,14
1440512374994206720,2021-09-22 03:04:48+00:00,RT @juda1313: This might be the best Freddy costume of all time. https://t.co/WPvAnHSCTC,0,26511
1438042390980280322,2021-09-15 07:29:58+00:00,"RT @Atepsflame: @RiverRaccoon The real political correctness in America, the one that is swiftly and viciously enforced and always has been…",0,7
1438006768999665664,2021-09-15 05:08:25+00:00,This thread is 🔥😂 https://t.co/7n6WkNVjy0,5,1
1435857067621826562,2021-09-09 06:46:16+00:00,RT @Pinboard: The two things I look for in a currency: novelty and incredibly rapid changes in value.,0,122
1433550571999428609,2021-09-02 22:01:05+00:00,RT @davepell: Handmaid’s Tale is now eligible to win best documentary.,0,12
1431045177968312320,2021-08-27 00:05:32+00:00,RT @jperras: @RebeccaSlatkin Always relevant: https://t.co/DXNXaiJtzc,0,10
1426810248438816769,2021-08-15 07:37:26+00:00,"Demolition Man vibes, anyone? https://t.co/cqM6FPZF1v",11,2
1426439742866919424,2021-08-14 07:05:11+00:00,RT @Sci_Phile: Even a man *literally living under a rock* got his shots. Do your part. https://t.co/VxPzhiPNvH,0,16357
1426438956854349826,2021-08-14 07:02:03+00:00,"RT @Pinboard: What it comes down to is that the most powerful country on earth, after a 20 year occupation, is simply too afraid of Afghans…",0,55
1423152820669276168,2021-08-05 05:24:08+00:00,RT @Pinboard: I dream of an America where jack-booted thugs in festive ethnic attire kick down flimsy American doors in search of illegal W…,0,6
1420283926103293956,2021-07-28 07:24:10+00:00,Pick-up trucks are dumb. https://t.co/NP5gAHlrTE,12,3
1420279051583774720,2021-07-28 07:04:48+00:00,RT @PeoplesCourt79: Half of you questioning Simone Biles’ “toughness” can’t even wear a mask for five minutes in Starbucks. Have a seat.,0,29894
1417737644516147201,2021-07-21 06:46:09+00:00,"RT @DogginTrump: Okay, seriously. What the fuck is going on?The right went from vaccines are the devils spawn to everyone get vaccinated…",0,34
1417016866178957323,2021-07-19 07:02:02+00:00,"RT @WilliamBHoenig: My takeaway here is that all vaccinated people will be at least exposed to SARS-CoV-2, and, with antigenic drift and wa…",0,168
1415572391917359107,2021-07-15 07:22:12+00:00,RT @mattklein123: Great thread from the creator of Dogecoin.IMO the Ponzi scheme is on the verge of falling apart. My fear is when it doe…,0,63
1414482729479987204,2021-07-12 07:12:17+00:00,RT @Pinboard: Just add a soccer ball every 5 minutes until someone scores. Why is this hard.,0,41
1410497218373578753,2021-07-01 07:15:17+00:00,"RT @EricHolthaus: So, the heat wave in Canada was so strong that it created extreme wildfire conditions, and when the fires started the hea…",0,5111
1406870882069352453,2021-06-21 07:05:31+00:00,"RT @Pinboard: It's funny trying to explain the Before Times to more recent San Francisco arrivals. It would be gloomy all summer long, ther…",0,5
1403215080947388416,2021-06-11 04:58:40+00:00,RT @tqbf: Not all heroes wear capes. https://t.co/I2hUefo5NH,0,178
1402151911554359296,2021-06-08 06:34:01+00:00,"RT @Pinboard: Misheard the announcement that they're introducing concurrency for Swift as ""cryptocurrency"" and nearly had a heart attack th…",0,8
1398383293947531264,2021-05-28 20:58:52+00:00,RT @Pinboard: Genuinely surprised this didn't come out of Silicon Valley.  A train that runs on any flat paved surface! I bet you could mak…,0,42
1397448154488791044,2021-05-26 07:02:58+00:00,"RT @RobertGReeve: I'm back from a week at my mom's house and now I'm getting ads for her toothpaste brand, the brand I've been putting in m…",0,103030
1395836893435076610,2021-05-21 20:20:23+00:00,"This looks like a slick new way to search for remote jobs, looking for feedback on Product Hunt. @remotely_so https://t.co/kHIGwhyH3H",13,1
1390559411312087040,2021-05-07 06:49:33+00:00,"RT @Pinboard: ""Why can't I buy a high-end graphics card with Bitcoin?"" was a question with just one answer in 2008, but it has dozens of an…",0,9
1388405876088655873,2021-05-01 08:12:10+00:00,"RT @sandofsky: If you liked “How to build a blog in 15 minutes with Rails,” check out the sequel, “How to destroy Rails in 15 minutes with…",0,574
1388031011548663810,2021-04-30 07:22:36+00:00,RT @NumbersMuncher: The most understandable explainer of NFTs you'll ever see. https://t.co/dJMU2U1l8i,0,2533
1387211561253556228,2021-04-28 01:06:24+00:00,“Fully vaxxed” is not a phrase you’d ever think to find on a dating profile just a year ago.,19,4
1385145082710425600,2021-04-22 08:14:57+00:00,RT @Andrew___Morris: This blog post is the nerd equivalent of an absolutely ruthless rap diss track. I am completely floored. https://t.c…,0,274
1384771316713091075,2021-04-21 07:29:44+00:00,"RT @theferocity: Meanwhile, the motherfuckers that killed Breonna Taylor are free and getting book deals. This verdict ain’t nowhere near e…",0,14322
1379699916453253121,2021-04-07 07:37:48+00:00,"RT @evangoer: I recently learned that the Space Force, like the Air Force, uses Army ranks.That means in *our* space opera future, it’ll…",0,3
1374267045081014272,2021-03-23 07:49:30+00:00,"RT @acnewsitics: A white man walked into a grocery store in Boulder, killed 10 people, and was apprehended by the police and walked out of…",0,77489
1372084576244277252,2021-03-17 07:17:09+00:00,"RT @ryxcommar: imagine if keeping your car idling 24/7 produced solved Sudokus that could verify you paid $1,000 for a PNG file",0,350
1371012197682278401,2021-03-14 08:15:54+00:00,RT @henderson_mark: @jdpoc https://t.co/WeayV575F8,0,4730
1369928653916676100,2021-03-11 08:30:17+00:00,RT @beesandbombs: https://t.co/o2gsAT6soo,0,136
1369571786505916419,2021-03-10 08:52:13+00:00,RT @StefGotBooted: The opening two paragraphs from the Irish Times review of the Harry and Meghan interview. Lmao. https://t.co/Qg0BiJh88G,0,20816
1361576863705960448,2021-02-16 07:23:15+00:00,RT @seldo: It's Presidents Day in the US and once upon a time I read a biography of every single US president so I may as well make use of…,0,3029
1353018965379846148,2021-01-23 16:37:13+00:00,RT @andrew_drinks: The problem with posting Bernie memes is you eventually run out of other people’s ideas,0,2
1352468609117773826,2021-01-22 04:10:18+00:00,RT @erocdrahs: when memes collide[sound on](blame @christt for giving me the idea) https://t.co/OK0MrF0ZZT,0,6520
1351336996338245634,2021-01-19 01:13:41+00:00,"Lol, what a snowflake. https://t.co/43pJHxmFwo",11,3
1347720286779543552,2021-01-09 01:42:10+00:00,https://t.co/0OSWAccS3Y,26,6
1347100890709192711,2021-01-07 08:40:54+00:00,"RT @DanAmira: Can’t believe the creators of the monster have lost control of the monster, is there any precedent for this in books or film",0,44100
1347091290320629762,2021-01-07 08:02:46+00:00,"RT @davepell: People who think some broken windows and a few deaths would bring Trump’s enablers to their senses should consider the 350,00…",0,16
1346896499808997376,2021-01-06 19:08:44+00:00,MAGA trash. And of course the cops aren't doing anything like what they would do if liberals or brown people were p… https://t.co/ndvJ8zd46V,6,0
1346868566671249411,2021-01-06 17:17:44+00:00,Think about that for a second. And then tell me if we're a representative democracy. https://t.co/3HR2OcGoue,2,0
1346367178568683520,2021-01-05 08:05:24+00:00,RT @petridishes: not enjoying this bonus week of 2020 content for hardcore fans,0,1775
1346366902923194368,2021-01-05 08:04:18+00:00,"RT @petridishes: So I (65, M) got a telephone call from an older acquaintance in a position of power (74, M). People seem dedicated to him,…",0,679
1345294780431958016,2021-01-02 09:04:04+00:00,RT @Sphynxian: well it's good to know 2020 ended with seattle summoning an eldritch spirit through the space needlehttps://t.co/z98JiIa3OO,0,140
1343985817446846465,2020-12-29 18:22:43+00:00,"RT @whatjoewrote: There will (hopefully) never be a more unique time to watch Utopia for the first time, as I have just done. Cannot believ…",0,1
1343112243190276096,2020-12-27 08:31:27+00:00,😂 https://t.co/H3miNBShh7,5,0
1342384246099304453,2020-12-25 08:18:39+00:00,"RT @nihilist_arbys: So, how’s this fucking  eternal mercy and unconditional love of Jesus thing working out for everyone this year?This C…",0,1695
1339618222924951552,2020-12-17 17:07:27+00:00,"RT @SAMGREIS: All of us at 12:01 on New Years when we realize we just woke up back at January 1, 2020. https://t.co/nQyR62mO4f",0,4921
1339126333394178048,2020-12-16 08:32:52+00:00,RT @keaneli: Lol https://t.co/Fd6pe47uNw,0,5
1339124469122572290,2020-12-16 08:25:27+00:00,The song that 2020 deserves https://t.co/zIPOqkW2FM,5,1
1334542657477959680,2020-12-03 16:58:58+00:00,I can only say DUH https://t.co/b8N5eY6rWC,6,1
1328245550592839681,2020-11-16 07:56:31+00:00,Well put. https://t.co/97twxnd6Le,9,1
1327891750833119233,2020-11-15 08:30:39+00:00,"RT @lmansley: Update your lesson plans, we have a new perfect example for Oxford commas.",0,16017
1327290275392225281,2020-11-13 16:40:36+00:00,"A play in 2 acts:Act 1: ""I just boarded the first cruise ship to sail in the Caribbean since March. This is what… https://t.co/LIuyOl1nkH",3,0
1326054614811070465,2020-11-10 06:50:31+00:00,"*record scratch*Yup, that's me. You're probably wondering how I got into this situation... https://t.co/TmhKJ8ksqC",16,2
1325719359344447491,2020-11-09 08:38:20+00:00,RT @JoeBerkowitz: I keep seeing people say that Republicans are now feeling what we felt in 2016. The two feelings are not the same. Everyt…,0,6817
1324833102225498112,2020-11-06 21:56:40+00:00,RT @JohnHPiette: America Assembled!🇺🇸🎉@JoeBiden @KamalaHarris @BarackObama @ChrisEvans  @MarkRuffalo @RobertDowneyJr @brielarson @AOC @s…,0,26418
1324814355943231488,2020-11-06 20:42:10+00:00,"RT @adrielhampton: Wow, so Trump can't just stop the vote count? https://t.co/HBBwvS79pF",0,2315
1324748991498629122,2020-11-06 16:22:26+00:00,"Tough, but true. https://t.co/4bHd9kcfFb",0,0
1324130976927150080,2020-11-04 23:26:40+00:00,RT @ForeverWithJoeJ: Whoever is updating The Guardian’s live updates has had enough lol https://t.co/GpgUoqp2ms,0,36789
1323831495635529729,2020-11-04 03:36:38+00:00,Shame on these Latino voters who are turning out for Trump and who think socialism is a bugaboo. #unpopularopinion,1,1
1322442420479430658,2020-10-31 07:36:57+00:00,There’s a reason I hate this candy. https://t.co/mcmzewgKEl,7,0
1321350459991355392,2020-10-28 07:17:53+00:00,"RT @Pinboard: A thread on how record fundraising has crippled a bunch of Democratic campaigns, which also ties in to people's question ""can…",0,34
1320774646237548549,2020-10-26 17:09:49+00:00,Have these guys WATCHED any horror movies? https://t.co/iJ6v0nNQfK,23,3
1320394237788123136,2020-10-25 15:58:12+00:00,2020 feels. https://t.co/vq4uu3vhCs,10,3
1319170076067557378,2020-10-22 06:53:49+00:00,Oh no. Is the moon a giant egg for a space dragon? Are we gonna have to kill the moon? (I *just* watched that Docto… https://t.co/Px9jlyAxaZ,4,0
1316481935288532994,2020-10-14 20:52:07+00:00,Buried on 3rd page https://t.co/x4YK9raOTQ,3,1
1312503649419948032,2020-10-03 21:23:49+00:00,"RT @jordanzakarin: To help Donald Trump get the full COVID-19 experience, let’s make sure he loses his job and is evicted from his home nex…",0,151544
1312144082664222721,2020-10-02 21:35:02+00:00,RT @emilyst: Fucking unbelievable that 2020 still has this much gas in the tank,0,45
1312135797634600960,2020-10-02 21:02:07+00:00,"RT @Pinboard: Hopefully that person is in hour 3 of a closed meeting with the Republican Senate caucus, but sometimes I dare too much to dr…",0,3
1312049634714497026,2020-10-02 15:19:44+00:00,RT @Pinboard: The best advice to follow on Election Day: https://t.co/VNqBZt3lwk,0,21
1311974718673739776,2020-10-02 10:22:02+00:00,This thread is amazing. https://t.co/dlIhI9DSMp,4,1
1309226198896185355,2020-09-24 20:20:24+00:00,RT @KidLydoskope: Restless in quarantine? I feel ya! Check out my latest groove (help me out by liking and subscribing on YouTube)! #WearAM…,0,2
1305064984179662849,2020-09-13 08:45:13+00:00,RT @davepell: Covid graveyard. https://t.co/W4ahQPCgSa,0,12
1305064565097390081,2020-09-13 08:43:33+00:00,RT @MikeElgan: Imagine going back in time one year and showing people this picture of a stadium full of cardboard fans and a sky of orange.…,0,2792
1303971657460015111,2020-09-10 08:20:44+00:00,RT @jachristian: Scenes from around San Francisco where dark orange skies are still blanketing the city and region. This apocalyptic hue…,0,3305
1303236046826606593,2020-09-08 07:37:41+00:00,RT @_HarshilShah: you ever think maybe we should throw away the whole ad tech industry https://t.co/4VjZ6cyMt3,0,538
1302515175073824769,2020-09-06 07:53:11+00:00,RT @AresMarsFlack: Whoever came up with #Dumbkirk should win the Booker Prize #LakeTravis https://t.co/tO7RZ3xNfX,0,49
1299625258131968000,2020-08-29 08:29:42+00:00,"RT @tarantallegra: I interviewed Chadwick Boseman in 2017, and to think he was going through cancer while satisfying the physical demands o…",0,52979
1299091294434676737,2020-08-27 21:07:55+00:00,"If you haven’t yet watched Netflix’s sci-fi drama Dark, I’m so envious of you, since you can experience it fresh. I… https://t.co/yq5YTtUmoO",32,1
1294552991756742656,2020-08-15 08:34:19+00:00,"RT @Pinboard: People are losing their shit with no regard for how much shit they need to be keeping in reserve, in order to lose later.",0,148
1294159345878368256,2020-08-14 06:30:07+00:00,RT @AndyRichter: From David Sedaris https://t.co/Oslq1EugPk,0,12158
1290192408202813440,2020-08-03 07:46:55+00:00,RT @Mikel_Jollett: This is Louis DeJoy. He is the huge Trump DONOR who Trump made the Postmaster General of the United States. He is trying…,0,61050
1288925900243783681,2020-07-30 19:54:16+00:00,"Why not, 2020 has been too easy of a level so far. https://t.co/W2itlNh8jZ",11,2
1284038611017465856,2020-07-17 08:13:55+00:00,Read this thread. https://t.co/yaBKnXqJpb,7,1
1283686488425639937,2020-07-16 08:54:43+00:00,RT @Pinboard: Turns out having an unregulated cartoon crime currency and policy conducted by planetary internet chatroom had some easily fo…,0,46
1282960597416468481,2020-07-14 08:50:17+00:00,RT @robertspeker: Sydmar Lodge Care Home residents and carers have been recreating classic album covers. The home has now been in lockdown…,0,34596
1279800116522541057,2020-07-05 15:31:39+00:00,"RT @Pinboard: I see a lot of scolding people for being more lax in their behavior, but how do you expect everyohe to stay vigilant when the…",0,45
1278601740770631682,2020-07-02 08:09:44+00:00,"RT @cjkaminski: This might be your finest work yet, @ProjectLincoln!Bravo! Well played!! https://t.co/DY5ZU2dIpw",0,4
1277141790743597056,2020-06-28 07:28:25+00:00,RT @CaseyExplosion: Any zombie movie that doesn't have hordes of people running towards the zombies to deliberately get bitten because they…,0,21983
1274032063901872128,2020-06-19 17:31:29+00:00,RT @thbrogan: The three stages of quarantine:- depression- bread- revolution,0,42050
1269550109705990144,2020-06-07 08:41:47+00:00,"RT @orinoxide: This is important to understand.Police departments are well-funded and well-armed, but have a very finite number of office…",0,13440
1268087963558133761,2020-06-03 07:51:45+00:00,"RT @JYSexton: Trump's posing with the Bible yesterday was a signal that he is the holy warrior, the ""chosen one"" that many have called him.…",0,245
1267739878269190144,2020-06-02 08:48:35+00:00,Read the whole thread though. https://t.co/dKhBhqVz8F,8,1
1267738654299926528,2020-06-02 08:43:43+00:00,RT @necrosofty: The US can't organize testing centers for covid but they can construct a military base in a few hours as soon as the status…,0,46753
1267738483440795649,2020-06-02 08:43:02+00:00,RT @rachel_handler: the deadly pandemic was left for the states to handle all alone but the protests require the forced intervention of the…,0,11429
1265337546684284928,2020-05-26 17:42:34+00:00,Shame on those photographers that intentionally use telephoto in order to support a false argument. https://t.co/at4MKlt66b,6,0
1262065309206237186,2020-05-17 16:59:52+00:00,Help my friend @Ben_Hislop win some free beer. https://t.co/ebCFNJGNUF,5,0
1258248758736744448,2020-05-07 04:14:15+00:00,"RT @ChrisPurchase: Just a reality check, easing the lockdown doesn't mean the pandemic is over it just means they've now got room for you i…",0,95
1256812025176416256,2020-05-03 05:05:11+00:00,RT @DrewCurtis: Admission: I'm a time traveler from 2020. Enjoy 2016 - it's as good as it gets for awhile,0,37527
1252515484399882240,2020-04-21 08:32:16+00:00,"RT @tspacker: I hadn't expected Tesco to proceed to the ""eat the rich"" stage of pandemic crisis quite this soon. https://t.co/MxW4sDY0MX",0,4861
1250931186538446854,2020-04-16 23:36:50+00:00,RT @Johnny_suputama: Nara's starving deer are taking to the streets because the precipitous drop in tourism has stifled their crackers (ph…,0,77
1250931070175870976,2020-04-16 23:36:22+00:00,Amen. https://t.co/wbMEZ5f2ut,3,1
1248534851587694592,2020-04-10 08:54:39+00:00,"RT @Pinboard: ""Let Trump drive off a cliff,"" whatever you think of it as a political strategy, is a reprehensible way to handle this crisis…",0,14
1247267029989486592,2020-04-06 20:56:47+00:00,RT @spoondan: I guess Trump was being humble when he said he could shoot somebody on 5th Ave and not lose any voters. Turns out he could ki…,0,1
1245631291241844770,2020-04-02 08:36:57+00:00,RT @beardandbible: I don’t know who made this but they deserve an award https://t.co/X2loscc8uB,0,59298
1244482946616012800,2020-03-30 04:33:50+00:00,"RT @Mikel_Jollett: I don’t think people are digesting the fact that our President did NOTHING to stop coronavirus and is now saying 200,000…",0,50728
1243367044495495168,2020-03-27 02:39:38+00:00,"RT @dergigi: People are 178% worried, which seems accurate to me. https://t.co/XRVMn7JBqr",0,13863
1242623307175702528,2020-03-25 01:24:17+00:00,"RT @Pinboard: The face shields will weigh 41 lbs each, cover the space between the bridge of the nose and the lower chest, and be built For…",0,14
1241143853492494337,2020-03-20 23:25:28+00:00,"RT @MrJonCryer: Hear me out. Okay, I’m just spitballin’ here but what if, just what if when this pandemic ends we switch over to the metr…",0,1748
1240435910648324097,2020-03-19 00:32:21+00:00,This explains everything about this year. https://t.co/0pqdgjw3VG,3,0
1240054726235844608,2020-03-17 23:17:40+00:00,People living through 2020 will have the cleanest hands and assholes in history.,12,3
1240050065072222210,2020-03-17 22:59:09+00:00,RT @natayaska: All these companies going bankrupt why don’t we give them financial literacy class ..why didn’t they have savings ..why are…,0,45318
1239589668045242375,2020-03-16 16:29:41+00:00,"Finally, some good news.https://t.co/t0VPaEsqEO",8,1
1239462186415616000,2020-03-16 08:03:07+00:00,👏🏻👏🏻👏🏻 https://t.co/l9yYMq97Yu,5,1
1239461596969091072,2020-03-16 08:00:47+00:00,RT @Pinboard: There's going to be a weird moment when people who have recovered from coronavirus will be urged to eat at six restaurants a…,0,34
1238391594023178240,2020-03-13 09:08:58+00:00,RT @MaddowBlog: How coronavirus testing works in a country that takes the problem seriously. https://t.co/NaYZcDND9o,0,14372
1238278328064159749,2020-03-13 01:38:54+00:00,RT @SethAbramson: MAJOR BREAKING NEWS: NPR Source Says Trump Blocked Coronavirus Testing in January to Aid His Reelection Chances By Keepin…,0,206824
1237823498015277056,2020-03-11 19:31:34+00:00,Extraordinary and heartbreaking. We will likely face this here and there will have to be life and death decisions m… https://t.co/h8cmELEuRM,2,0
1235846202660290560,2020-03-06 08:34:30+00:00,"RT @keaneli: To be clear, I don't care about credit, but it's demoralizing to see such a lack of journalistic integrity. #journalism #dail…",0,2
1235500134584078336,2020-03-05 09:39:21+00:00,RT @Technologic916: My notes from a Morgan Stanley hosted event with John Hopkins Chief Epidemiologist. JH is forecasting a widespread outb…,0,1408
1234161067686678529,2020-03-01 16:58:22+00:00,"RT @davepell: Guys, I haven’t gotten any messages from Bloomberg for almost four hours. I hope everything is ok.",0,2
1232595586362134530,2020-02-26 09:17:42+00:00,"RT @ryanestrada: Settle in, kids, and I'll tell you the tale of why Coronavirus is spreading so quickly in Korea. It involves the second co…",0,1678
1232349328187854849,2020-02-25 16:59:10+00:00,Wonder if coronavirus pandemic is what it’ll take to get rid of Trump.,6,0
1230422994217889792,2020-02-20 09:24:36+00:00,RT @TheRachelFisher: This woman who was attacked by a bear in California and had her face ripped off did a reddit AMA and she said the wors…,0,24847
1226310555561910272,2020-02-09 01:03:14+00:00,RT @David_Risney: A second great reason to not eat uranium https://t.co/GLyHHefp2N,0,33208
1224262439824318469,2020-02-03 09:24:46+00:00,RT @ElderlyBadger: Fox Nation’s first show will basically be some racist shit,0,1
1222081512834650113,2020-01-28 08:58:32+00:00,"RT @Pinboard: By writing WWIII and a global pandemic into the first month of 2020, the show runners are setting a brisk pace for the remain…",0,46
1217362355614412802,2020-01-15 08:26:17+00:00,RT @condiricenbeans: Pete Buttigieg looks like a young version of the Smoking Man from The X-Files https://t.co/Gy5Sr9hs3g,0,4837
1216276172339732480,2020-01-12 08:30:11+00:00,This explains everything. https://t.co/c2aRwbfgVo,8,1
1215923705194246144,2020-01-11 09:09:36+00:00,"RT @isosteph: i saw the best minds of my generation destroyed by thought leadership, contrarian pseudointellectual obsessive, dragging them…",0,56
1215541731615109120,2020-01-10 07:51:47+00:00,RT @petridishes: Millions of Americans Stunned to Discover a They Were Ardent Fans of Soleimani This Whole Time https://t.co/hmy18l0Tzp,0,18
1215210628509384704,2020-01-09 09:56:06+00:00,Prepare for even more formulaic movies. https://t.co/9EFEXtx0se,4,2
1214829869399343104,2020-01-08 08:43:05+00:00,RT @SleepHussy: TLJ: maybe she's born with itTROS: maybe it's Palpatine,0,23322
1212293105275166720,2020-01-01 08:42:54+00:00,RT @petridishes: i hope 2020 is just one year,0,742
1211940338752819200,2019-12-31 09:21:08+00:00,"RT @Pinboard: What bothers me most about this is not that we don't build it, but that the idea of building it is not even within the realm…",0,48
1210471599289143297,2019-12-27 08:04:53+00:00,RT @Pinboard: Voters are the weakest link in American democracy,0,13
1210124927438704640,2019-12-26 09:07:20+00:00,RT @scattermoon: Feeding Santa Claus Is Coming To Town into a neural net is vaguely terrifying. https://t.co/lmxhE5JgkT,0,881
1210123530643197953,2019-12-26 09:01:47+00:00,RT @Pinboard: Petroleum is renewable if you're patient.,0,15
1210123173804396544,2019-12-26 09:00:22+00:00,#lifegoals https://t.co/q93ModUa7I,6,1
1207596150133444609,2019-12-19 09:38:52+00:00,Watch every video. https://t.co/Jxbc4rJ8uY,7,0
1205056244735590400,2019-12-12 09:26:12+00:00,Reminds me of: https://t.co/ZT1uY2d9V9 https://t.co/XhpiCjm4Oo,2,0
1205055521452986373,2019-12-12 09:23:19+00:00,"RT @msswiggy: To the border agent who shamed a woman for her English, then yelled loudly about how she was a refugee, went back to her home…",0,1
1203963341829328896,2019-12-09 09:03:23+00:00,RT @_homogay: this deserves to be on twitter https://t.co/RU98XFkNNV,0,11578
1203586287308922880,2019-12-08 08:05:07+00:00,I lived in inner sunset and I support this message. https://t.co/ulwlQpx5iG,4,0
1202869281836285952,2019-12-06 08:35:59+00:00,"RT @eugenewei: The original Blade runner was set in 2019, and wow did it ever nail some predictions about life today! https://t.co/8AKCQdrx…",0,4281
1195606807969845248,2019-11-16 07:37:30+00:00,RT @brainwxrms: caffeine doesn’t do it anymore i need someone to text me “we need to talk”,0,34397
1194895853191716864,2019-11-14 08:32:26+00:00,RT @flyosity: Researcher created an algorithm that “removes water” from underwater imaging by reversing the water’s effects on light scatte…,0,1010
1194172892419739648,2019-11-12 08:39:38+00:00,I wonder that too. https://t.co/8a46QKjg6K,4,0
1192358561570906112,2019-11-07 08:30:08+00:00,RT @DannyBate4: Italian: VeneziaEnglish: VeniceFrench: VeniseGerman: VenedigGreek: VenetíaPolish: WenecjaIrish: VeinéisCzech: :)Ita…,0,5376
1187818291785428992,2019-10-25 19:48:44+00:00,I cannot unsee it now. https://t.co/yWLrBj2Gvl,15,4
1187207652121559041,2019-10-24 03:22:16+00:00,"RT @KenTremendous: WeWork lost $2 billion in 2018. Its founder thinks he'll live forever, was once almost charged with drug trafficking for…",0,837
1185464558745354241,2019-10-19 07:55:50+00:00,RT @petridishes: the road to el doral dough,0,40
1184620208134057984,2019-10-17 00:00:41+00:00,"Let's make this happen, buddy. https://t.co/pjLgGy3nj7",5,0
1182188343372550144,2019-10-10 06:57:19+00:00,RT @Noahpinion: HOLY SHIT there are a lot of American companies doing pro-China censorship!!!https://t.co/4xbqLidDCB https://t.co/hXRyA8C…,0,11099
1182151932049121281,2019-10-10 04:32:38+00:00,"RT @bradfitz: ""If the first and most important cost of doing business in China is the surgical extraction of a C.E.O.’s spine, many busines…",0,6
1181748791772233729,2019-10-09 01:50:42+00:00,Awesome https://t.co/wFNc0Y4xZ8,3,2
1180322134662381568,2019-10-05 03:21:40+00:00,Genius. https://t.co/gjl07BAnqr,11,4
1179990827390533633,2019-10-04 05:25:11+00:00,Totally down with this kind of Halloween costume. https://t.co/YjNdSF8sOt,4,1
1177774583824490496,2019-09-28 02:38:37+00:00,Amazing thread. https://t.co/OFvO5GjLga,13,3
1176604662922928135,2019-09-24 21:09:46+00:00,Let's give that orange criminal the inquiry he deserves. #ImpeachTrump,6,1
1175956673153916928,2019-09-23 02:14:53+00:00,Fuck. Both. Of. You. https://t.co/kuX4KvhtIN,16,3
1175601722573692928,2019-09-22 02:44:26+00:00,Brilliant. https://t.co/R1sQ3mmIXe,6,3
1172725853660123136,2019-09-14 04:16:46+00:00,RT @RikerGoogling: millennial falcon,0,41
1172311146700783617,2019-09-13 00:48:52+00:00,"RT @petridishes: “when I come from— where I come from,” Pete corrects quickly, as the timeline fluctuates wildly",0,43
1171892306724548609,2019-09-11 21:04:33+00:00,RT @Pinboard: There's a new iPhone and the fuckers still can't make it flat. This sparks joy.,0,9
1171375892196708352,2019-09-10 10:52:30+00:00,Good f’ing riddance https://t.co/JqmDYRHTMR,8,0
1170298737907752962,2019-09-07 11:32:16+00:00,RT @Rschooley: First day of standing lessons. https://t.co/euXOohDtcU,0,10801
1167799458274467843,2019-08-31 14:01:02+00:00,RT @Pinboard: I am in love with the idea of a dim sum captcha for Hong Kong commentary. Time to redouble my efforts at personal research ht…,0,17
1167089786722693120,2019-08-29 15:01:03+00:00,RT @Pinboard: They probably shouldn't have let the same person design cricket and the UK political system,0,24
1166741994938519552,2019-08-28 15:59:03+00:00,"RT @katienotopoulos: I just remembered I once made an account on Twitter I claimed was a ""crush bot"" and if you DMd it your crush, and that…",0,1544
1165376806876135424,2019-08-24 21:34:17+00:00,"I haven’t bought anything from Amazon in so long I’m surprised they aren’t sending me weekly emails asking, “Are yo… https://t.co/023f5alKZo",6,0
1164648109391208455,2019-08-22 21:18:42+00:00,😂 https://t.co/nA6uPy1TYQ,5,0
1163552294912307200,2019-08-19 20:44:19+00:00,"Especially in New York, with trifecta of awful airports. https://t.co/7zV2h94VYp",5,0
1163551260437622790,2019-08-19 20:40:12+00:00,Savage. https://t.co/hra5YOl4CG,5,0
